entry,example_de,translation,cefr
das Studium,Das Studium beginnt im Herbst.,study,A1
festhalten,"Halte dich am Seil fest, es wird steil!",to hold on to,B1
präsentieren,Er präsentierte die Ergebnisse.,to present,B1
die Demokratie,Die Demokratie muss verteidigt werden.,democracy,B2
niemals,Er wird das niemals vergessen.,never,A1
die Aufnahme,Wir machen eine Aufnahme des Gesprächs.,reception,B1
die Ausnahme,Es gibt keine Ausnahme von dieser Regel.,exception,B1
beenden,Er beendete das Gespräch abrupt.,to end,A2
die Investition,Die Investition zahlt sich aus.,investment,B2
die Lust,Die Lust zu gehen war verschwunden.,desire,B1
prüfen,Er prüfte die Unterlagen sehr genau.,to examine,A2
anlegen,Er legt sein Geld klug an der Börse an.,to put on,A2
der Zuschauer,Die Zuschauer jubelten der Mannschaft zu.,spectator,B1
hell,Das helle Licht erleuchtet den Raum.,light,A1
mitten,Mitten im Raum steht ein Tisch.,in the middle,B1
zufolge,Dem Bericht zufolge stiegen die Zahlen.,according to,B1
der Konflikt,Der Konflikt eskalierte schnell.,conflict,B1
die Bahn,Die Bahn fährt um neun Uhr ab.,train,A1
das Syrien,Syrien erlebt schwierige Zeiten.,Syria,C1
das Einkommen,Das Einkommen reicht kaum aus.,income,B1
empfehlen,Der Arzt empfiehlt viel Bewegung.,to recommend,A1
britisch,Er liest gerne britische Literatur.,British,B1
fürchten,Er fürchtet sich vor der Dunkelheit.,to fear,A2
vorbereiten,Sie bereitete das Abendessen vor.,to prepare,A2
die Aktivität,Die Aktivität brachte die Nachbarn zusammen.,activity,B1
der Auftrag,Der Auftrag ist abgeschlossen.,instructions,B1
froh,"Ich bin froh, dass du hier bist.",happy,A2
äußern,Er äußerte seine Meinung offen.,to express,B2
der Geist,Der Geist erschien in der Nacht.,mind,A1
das Objekt,Das Objekt ist von unschätzbarem Wert.,object,B1
möglicherweise,Möglicherweise kommt er morgen.,possibly,A2
zuständig,Er ist zuständig für die Organisation.,appropriate,B1
aufweisen,Das Produkt weist einige Mängel auf.,to show,C1
springen,Der Hund springt über den Zaun.,to jump,B1
der Hof,Der Hof war von hohen Mauern umgeben.,courtyard,B1
der Polizist,Der Polizist regelte den Verkehr.,police officer,B1
die Übung,"Die Übung half ihm, sich zu verbessern.",exercise,B1
der Widerstand,Der Widerstand gegen das Projekt wächst.,resistance,B1
anziehen,Sie zieht jeden Morgen ihre Jacke an.,to attract,A1
der Experte,Der Experte gab wertvolle Tipps.,expert,B1
ohnehin,Das war ohnehin keine gute Idee.,anyway,B2
füllen,Er füllt die Flasche mit Wasser.,to fill,A2
die Gemeinde,Die Gemeinde feierte das Fest.,community,B1
die Pause,Die Pause dauerte nur fünf Minuten.,pause,A1
scharf,Das scharfe Messer schneidet gut.,sharp,A2
schütteln,Er schüttelt den Kopf bei der Frage.,to shake,B1
das Fernsehen,Das Fernsehen berichtet vom Ereignis.,television,A1
die Formel,Die Formel war schwer zu verstehen.,formula,B2
gelb,Die Blätter sind im Herbst oft gelb.,yellow,B1
das Sommersemester,Das Sommersemester beginnt im April.,summer semester,
heftig,Der Sturm letzte Nacht war sehr heftig.,hard,A2
die Bühne,Die Bühne war hell erleuchtet.,stage,B1
empfinden,Er empfindet große Freude an der Musik.,to feel,A2
der Schaden,Der Schaden war groß nach dem Sturm.,damage,B1
umgekehrt,Die Reihenfolge war genau umgekehrt.,reversed,B1
veröffentlichen,Der Artikel wurde veröffentlicht.,to publish,B1
aufstellen,Sie haben das Zelt im Park aufgestellt.,to put up,B1
abhängig,Er ist finanziell von ihnen abhängig.,dependent,B1
die Strecke,Die Strecke war länger als erwartet.,distance,
die Praxis,Die Praxis ist modern ausgestattet.,practice,A1
ungefähr,Die Reise dauerte ungefähr eine Stunde.,approximately,B1
mitnehmen,Er nimmt seinen Hund überall mit.,to take (along),A1
üblich,Solche Regeln sind hier üblich.,usual,B1
übertragen,Die Daten werden in Echtzeit übertragen.,to transfer,B1
die Wissenschaft,Die Wissenschaft macht Fortschritte.,science,B1
global,Der globale Handel wächst schnell.,global,B1
der Nachmittag,Am Nachmittag treffen wir uns wieder.,afternoon,A2
die Annahme,Die Annahme war völlig falsch.,acceptance,B2
die Umgebung,Die Umgebung bietet viel Natur.,surroundings,B1
die Öffentlichkeit,Die Öffentlichkeit war schockiert.,public,B1
der Spiegel,Der Spiegel reflektiert das Licht.,mirror,B1
zurückkommen,Er kommt morgen aus dem Urlaub zurück.,to return,A1
besetzen,Die Demonstranten besetzten den Platz.,to occupy,B1
das Gegenteil,Das Gegenteil von “heiß” ist “kalt”.,opposite,A2
vorbei,Das Fest ist leider schon vorbei.,past,A2
der Fan,Der Fan jubelte laut im Stadion.,fan,A2
die Karte,Ich habe die Karte schon bezahlt.,card,A1
die Krise,Die Krise erschütterte das ganze Land.,crisis,B1
die Strategie,Die Strategie wurde gut geplant.,strategy,B1
die Debatte,Die Debatte endet ohne Ergebnis.,debate,B2
davor,Sie zögerte davor mit der Entscheidung.,before,A1
der Journalist,Der Journalist recherchierte gründlich.,journalist,B1
kochen,Er kochte ein einfaches Abendessen.,to cook,A1
zurückgehen,Er geht zu seinen Eltern zurück.,to go back,B1
der Schmerz,Der Schmerz lässt ihn nicht schlafen.,pain,A2
erheblich,Die erhebliche Änderung fiel auf.,considerable,C1
ausschließlich,Es war ein ausschließliches Treffen.,exclusive,B1
griechisch,Er studiert die griechische Mythologie.,Greek,B2
naja,"Naja, das hätte schlimmer sein können.",(oh) well,A1
die Runde,Die Runde endet nach zehn Minuten.,round,B1
der Angriff,Der Angriff erfolgte unerwartet.,attack,A2
einführen,Die Firma führte ein neues Produkt ein.,to introduce,B1
desto,"Je mehr er übt, desto besser wird er.",the more,A2
der Wettbewerb,Der Wettbewerb zog viele Teilnehmer an.,competition,A2
verfügen,Sie verfügt über viele Ressourcen.,to have sth at one’s disposal,B1
woher,Woher kennst du diese Geschichte?,from where,A1
der Zweifel,Er hatte keinen Zweifel an der Sache.,doubt,B1
der Konzern,Der Konzern expandiert weltweit.,corporation,B2
tanzen,Wir tanzten die ganze Nacht hindurch.,to dance,A1
überleben,Er überlebt das Unglück unverletzt.,to survive,A1
spezifisch,Die Anforderungen waren sehr spezifisch.,specific,C1
stabil,Das stabile Fundament trägt das Gebäude.,stable,B1
die Kamera,"Die Kamera ist teuer, aber gut.",camera,A2
der Schatten,Der Baum wirft einen Schatten.,shadow,B1
berücksichtigen,Er berücksichtigte alle Vorschläge.,to consider,B2
das Pferd,Das Pferd galoppierte über die Wiese.,horse,A2
begegnen,Er begegnete ihr auf der Straße.,to meet,B1
der Zugang,Der Zugang zum Gebäude ist gesperrt.,access,B1
elf,Elf Spieler stehen auf dem Feld.,eleven,
die Suche,Die Suche nach Antworten ging weiter.,search,A1
doppelt,Er bestellte einen doppelten Espresso.,double,B1
festlegen,Sie haben das Datum festgelegt.,to determine,B1
österreichisch,Das österreichische Essen schmeckt gut.,Austrian,C1
sodass,"Er arbeitet, sodass er Geld verdient.",so that,B1
die Tatsache,Die Tatsache wurde lange ignoriert.,fact,B1
der Alkohol,Alkohol wird bei der Feier serviert.,alcohol,B1
informieren,Er informiert die Öffentlichkeit.,to inform,B1
vermuten,Sie vermuteten das Schlimmste.,to assume,B1
zufrieden,Er ist zufrieden mit der Arbeit.,satisfied,A1
reißen,Der Faden reißt unter der Last.,to tear,A1
dahin,"Er ging dahin, wo es ruhig war.",there,B1
solange,"Solange es regnet, bleiben wir im Haus.",as long as,B1
der Wissenschaftler,Der Wissenschaftler forscht viel.,scholar,B1
die Kommunikation,Die Kommunikation im Team verlief gut.,communication,B1
das Steuer,Er hält das Steuer fest in der Hand.,steering wheel,B1
angeblich,Das angebliche Angebot wurde abgelehnt.,alleged,A2
günstig,Die Wohnung war überraschend günstig.,cheap,A1
der Dezember,Dezember ist ein kalter Monat.,December,B1
der Flughafen,Der Flughafen ist nachts weniger belebt.,airport,A1
das Krankenhaus,Das Krankenhaus ist gut ausgestattet.,hospital,A2
wenden,Er wendet das Auto auf der engen Straße.,to turn around,B1
türkisch,Der türkische Basar ist sehr lebhaft.,Turkish,C1
der Gegner,Der Gegner gibt sich nicht geschlagen.,opponent,B1
der Leser,Der Leser versteht den Text leicht.,reader,B1
die VWL,Die VWL beschäftigt sich mit Märkten.,economics,
der Handel,Der Handel zwischen Ländern wächst.,trade,B1
die Kenntnis,Sie hat gute Kenntnisse in Mathematik.,knowledge,B2
sichtbar,Der Fortschritt war deutlich sichtbar.,visible,B1
zulassen,Sie ließen die Schüler früher gehen.,to allow,A2
die Mark,Die Mark war früher die Währung.,Deutschmark,A1
vorsehen,Das Gesetz sieht neue Maßnahmen vor.,to look around,B2
die Schwierigkeit,Die Schwierigkeit liegt im Detail.,difficulty,B1
wahrnehmen,Er hat die Gefahr zu spät wahrgenommen.,to perceive,B2
hinweisen,Das Schild weist auf die Gefahr hin.,to point to,B1
der Juli,Im Juli machen viele Leute Urlaub.,July,B1
das Signal,Das Signal leuchtete plötzlich auf.,signal,A2
kontrollieren,Die Polizei kontrolliert den Verkehr.,to check,A2
sowieso,Es wird sowieso nicht funktionieren.,anyway,B1
der Bauer,Der Bauer erntet das Getreide.,farmer,B1
der Kurs,Der Sprachkurs begann letzten Montag.,course,A1
einst,Einst war er ein berühmter Künstler.,once,A2
der Service,Der Service verbessert sich ständig.,service,B1
sprachlich,Er zeigte sprachlich großes Talent.,linguistic,C2
bisherig,Die bisherige Lösung war unzureichend.,so far,C1
der Fahrer,Der Fahrer verlor die Kontrolle.,driver,A1
traditionell,Das traditionelle Fest bringt Freude.,traditional,B1
weinen,Er weint oft bei traurigen Filmen.,to cry,A2
genießen,Er genießt den Sonnenuntergang am Meer.,to enjoy,B1
der Dienst,Der Dienst begann um acht Uhr morgens.,service,B1
das Lager,Das Lager war groß und gut organisiert.,camp,B1
grau,Der graue Himmel versprach Regen.,gray,B2
anhand,Anhand der Daten analysieren wir.,on the basis of,B2
der Bus,Der Bus kommt täglich um acht Uhr.,bus,A1
der Franken,Der Preis betrug zwanzig Franken.,(Swiss) franc,C1
die Kategorie,Die Kategorie war schwer zuzuordnen.,category,B2
nett,Die Nachbarn sind immer sehr nett.,nice,A2
freundlich,Das Personal war sehr freundlich zu uns.,kind,A2
perfekt,Das Timing war einfach perfekt.,perfect,B1
reich,Er wurde durch harte Arbeit reich.,rich,A2
die Fahrt,Die Fahrt dauerte drei Stunden.,drive,C2
der Urlaub,Der Urlaub beginnt nächste Woche.,vacation,A1
ausländisch,Er spricht viele ausländische Sprachen.,foreign,A1
das Instrument,Das Instrument wurde gestimmt.,instrument,A2
fern,Das ferne Land lockt Abenteurer an.,far,A2
die Gegend,Die Gegend ist bekannt für ihre Weine.,area,B1
verstecken,Er versteckte den Schlüssel im Garten.,to hide,A1
das Feuer,Das Feuer brennt lodernd im Kamin.,fire,A1
bemühen,Er bemüht sich um eine Lösung.,to make an effort,B1
das Verständnis,Das Verständnis war schnell da.,understanding,B1
die AfD,Die AfD schnitt in der Wahl gut ab.,AfD,
die Bakterie,Die Bakterie vermehrt sich schnell.,bacterium,B2
tauchen,Die Ente tauchte plötzlich ab.,to dive,B1
die Konsequenz,Die Konsequenz war unvermeidlich.,consequence,B1
schuld,Er fühlt sich schuld am Unfall.,guilty,B1
die Mehrheit,Die Mehrheit stimmte für den Vorschlag.,majority,B1
anhaben,Heute habe ich einen Mantel an.,to wear,B1
die Bestimmung,Die Bestimmung war klar definiert.,regulation,B2
vermeiden,"Er vermeidet Konflikte, wo er kann.",to avoid,B1
ehrlich,Er ist immer ehrlich zu seinen Freunden.,honest,B1
beachten,Er hat die Warnschilder nicht beachtet.,to pay attention,B1
statistisch,Die statistische Analyse ergab Trends.,statistical,B1
der Hals,Der Hals schmerzte seit Tagen.,neck,A2
durchsetzen,Er setzte seinen Willen schnell durch.,to carry through,B2
italienisch,Das Essen schmeckt italienisch.,Italian,B2
die Scheiße,Die Scheiße traf den Ventilator.,crap,
das Telefon,Das Telefon klingelt ununterbrochen.,telephone,A1
der Herbst,Der Herbst bringt kühles Wetter.,autumn,B2
die Ausstellung,Die Ausstellung war gut besucht.,exhibition,A2
der Bau,Der Bau des Hauses dauerte ein Jahr.,construction,B1
der Keller,Der Keller ist voll mit alten Möbeln.,cellar,A2
der Bürgermeister,Der Bürgermeister eröffnete das Fest.,mayor,A2
entlang,Wir spazierten den Fluss entlang.,along,B1
die Flasche,Er öffnete die Flasche und trank alles.,bottle,A1
wunderbar,Der Abend war einfach wunderbar.,wonderful,A1
der Zweck,Der Zweck der Reise ist geschäftlich.,purpose,B1
ehren,Sie ehrten ihn für seine Verdienste.,to honor,A1
die Verwendung,Die Verwendung des Produkts ist einfach.,use,B2
letztlich,Letztlich zählt nur das Ergebnis.,in the end,B2
die Fläche,Die Fläche wurde neu bepflanzt.,area,B1
streichen,Er strich die Wand mit blauer Farbe.,to paint,A2
zitieren,Er zitiert oft aus bekannten Büchern.,to quote,B2
senken,Die Regierung hat die Steuern gesenkt.,to sink,B2
behalten,Er behält das Geheimnis für sich.,to keep,B1
gestalten,Er gestaltete das Plakat kreativ.,to shape,B2
beweisen,Er konnte seine Unschuld beweisen.,to prove,B1
der Umgang,Der Umgang mit ihm ist schwierig.,dealing,B2
überprüfen,Er überprüft die Daten regelmäßig.,to check,B1
der Lehrstuhl,Der Lehrstuhl ist seit Jahren unbesetzt.,professorship,C2
schenken,Er schenkt ihr Blumen zum Geburtstag.,to give (as a present),A2
der Vorschlag,Der Vorschlag wurde angenommen.,suggestion,A2
anhalten,Er hält das Auto an der Ampel an.,to stop,A2
entfernt,Der entfernte Berg war kaum zu sehen.,distant,A1
der Leiter,Der Leiter der Abteilung ist kompetent.,leader,B1
das Parlament,Das Parlament verabschiedete das Gesetz.,parliament,B2
stürzen,Er stürzte beim Skifahren schwer.,to fall,B1
die Waffe,Die Waffe wurde schnell versteckt.,weapon,A1
das Kriterium,Das Kriterium war streng definiert.,criterion,C1
der Beifall,Der Beifall erfüllte den ganzen Saal.,applause,B2
zerstören,Er zerstörte das alte Gebäude komplett.,to destroy,B1
zuhören,Er hört dem Lehrer aufmerksam zu.,to listen,A2
ausfallen,Der Unterricht fällt heute aus.,to drop out,B1
die Weile,Nach einer Weile ging er weiter.,while,A1
drängen,"Er drängte mich, schneller zu arbeiten.",to push,B1
einerseits,Einerseits ist das eine gute Idee.,on the one hand,B1
die Spannung,Die Spannung steigt ins Unermessliche.,suspense,B1
der Fortschritt,Der Fortschritt war deutlich sichtbar.,progress,B1
die Mathematik,Die Mathematik ist präzise und logisch.,mathematics,B2
das Bad,Das Bad ist frisch renoviert worden.,bath,A1
erläutern,Kannst du das näher erläutern?,to explain,C1
packen,Er packt seinen Koffer für die Reise.,to pack,A2
das Großbritannien,Großbritannien verließ die EU.,Great Britain,B2
vorsichtig,Der vorsichtige Fahrer hielt an.,cautious,A2
anwenden,Er wendet die Technik erfolgreich an.,to apply,B2
wild,Der wilde Sturm tobt die ganze Nacht.,wild,B1
gesetzlich,Die gesetzliche Regelung wurde geändert.,legal,C1
die Spitze,Die Spitze des Turms wurde restauriert.,tip,A2
die Spitzenlast,Die Spitzenlast überforderte das Stromnetz.,tip,
das Gerät,Das Gerät ist einfach zu bedienen.,tool,A2
der Wille,Sein Wille zu gewinnen ist stark.,will,B1
sicherlich,Sicherlich wird er bald anrufen.,certainly,A2
weisen,Der Lehrer weist auf den Fehler hin.,to point,A2
die Tradition,Die Tradition wurde fortgeführt.,tradition,B1
brennen,Das Feuer brennt seit Stunden.,to burn,B1
freiwillig,Freiwillige Helfer arbeiteten hart.,voluntary,A2
umso,"Je mehr er übt, umso besser wird er.",the (more ... the),B1
der Antrag,Der Antrag erhielt breite Zustimmung.,application,A2
investieren,Er investiert in erneuerbare Energien.,to invest,B1
bestellen,Er bestellte das Essen für alle.,to order,A1
die Gelegenheit,Das ist eine gute Gelegenheit.,opportunity,B1
die Mauer,Die Mauer schützt das alte Haus.,wall,B1
stattdessen,Er blieb stattdessen zu Hause.,instead,A2
der Stuhl,Der Stuhl wackelt auf dem Boden.,chair,A2
der Ton,Der Ton änderte sich plötzlich.,sound,A2
das Büro,Er arbeitet jeden Tag im Büro.,office,A2
die Umwelt,Die Umwelt wird stark belastet.,environment,B1
rauchen,Er raucht jeden Tag eine Zigarette.,to smoke,A1
die Beschreibung,Die Beschreibung passt genau zum Bild.,description,B1
die Pflanze,Die Pflanze wächst schnell im Licht.,plant,A2
die Tätigkeit,Die Tätigkeit machte ihm Spaß.,activity,B1
die Landschaft,Die Landschaft ist atemberaubend.,landscape,A2
verweisen,Er verwies auf die Regeln im Vertrag.,to refer,B2
der Arbeitsplatz,Der Arbeitsplatz wird modernisiert.,workplace,A1
erfassen,Er konnte das Konzept nicht erfassen.,to determine,B1
die Komponente,Die Komponente war fehlerhaft.,component,C1
das Ion,Das Ion trägt eine elektrische Ladung.,ion,C2
der Laden,Der Laden schließt um acht Uhr abends.,shop,A1
fein,Der feine Sand fühlt sich weich an.,fine,A2
der Stern,Der Stern leuchtet am klaren Himmel.,star,B1
der Schuh,Der Schuh drückt an der Ferse.,shoe,A1
das Knie,Das Knie schmerzt nach dem Sturz.,knee,B1
null,Die Temperatur fiel auf null Grad.,zero,C2
die Schicht,Eine dünne Schicht Staub bedeckte es.,layer,B2
unglaublich,Die Geschichte ist unglaublich.,incredible,B1
zurück,Ich komme morgen zurück nach Hause.,back,A1
die Realität,Die Realität übertraf die Erwartungen.,reality,B1
sobald,"Sobald es regnet, bleiben wir.",as soon as,B1
belegen,Er belegte den Kurs an der Uni.,to occupy,B1
der Fluss,Der Fluss fließt ruhig durch die Stadt.,river,A2
die Alternative,Es gibt keine Alternative zum Plan.,alternative,B1
verpflichten,Er ist verpflichtet zu helfen.,to obligate,B1
begrüßen,Er begrüßt seine Gäste herzlich.,to greet,B1
die Führung,Die Führung des Teams war vorbildlich.,management,A1
untere,Das Buch ist auf dem unteren Regal.,lower,
das Handy,Ich habe mein Handy vergessen.,mobile phone,A1
die Hauptstadt,Die Hauptstadt war in Aufruhr.,capital city,A2
das Experiment,Das Experiment verlief wie geplant.,experiment,A2
der Frieden,Der Frieden war endlich erreicht.,peace,A1
der Verlauf,Der Verlauf der Straße war kurvig.,course,B2
das Potenzial,Das Potenzial des Projekts ist enorm.,potential,B2
der Verlag,Der Verlag veröffentlicht Bücher.,publishing company,B1
der Ministerpräsident,Der Ministerpräsident spricht.,governor,C1
der Vogel,Der Vogel flog hoch in den Himmel.,bird,A2
beschränken,Er beschränkte die Zugänge strikt.,to restrict,B1
die Branche,Die Branche wächst aktuell sehr stark.,sector,B2
der Schauspieler,Der Schauspieler gewann einen Preis.,actor,B1
vorschlagen,"Er schlug vor, früher zu gehen.",to suggest,B1
beinahe,Er hätte beinahe den Zug verpasst.,almost,B1
jährlich,Das jährliche Fest zog viele an.,annual,C1
die Botschaft,Die Botschaft wurde deutlich vermittelt.,message,B1
der Alltag,Der Alltag kehrte schnell zurück.,workday,B1
der Umsatz,Der Umsatz stieg im letzten Quartal.,turnover,C1
der Verband,Der Verband muss gewechselt werden.,association,B2
betreten,Er betrat den Raum ohne zu zögern.,to enter,A2
die Regelung,Die Regelung wurde pünktlich umgesetzt.,regulation,C2
teilnehmen,Sie hat am Marathon teilgenommen.,to take part,A2
überwiegen,Die Vorteile überwiegen die Nachteile.,to outweigh,C2
bedingen,Die Verzögerung hat das Problem bedingt.,to cause,C2
die Gestalt,Die Gestalt verschwand im Nebel.,shape,B2
zukommen,Das Auto kam schnell auf uns zu.,to come toward,B1
ablaufen,Der Vertrag läuft Ende des Jahres ab.,to run out,B1
der Minister,Der Minister spricht im Parlament.,minister,A2
das Fahrzeug,Das Fahrzeug parkt direkt vor dem Haus.,vehicle,B1
fließen,Der Fluss fließt ruhig durch das Tal.,to flow,B1
gemäß,Gemäß den Regeln ist es erlaubt.,according to,B2
der Vorwurf,Der Vorwurf gegen ihn war unbegründet.,reproach,B1
erforderlich,Die Genehmigung ist erforderlich.,required,B1
die Haltung,Seine Haltung war immer aufrecht.,posture,B2
der Schriftsteller,Der Schriftsteller schreibt Romane.,writer,B1
die Stimmung,Die Stimmung des Teams war optimistisch.,mood,B1
zufällig,Der zufällige Fund ändert das Projekt.,accidental,B1
enorm,Der Aufwand für das Projekt war enorm.,enormous,B1
das Fach,Das Fach war sein Lieblingsbereich.,compartment,A2
begrenzen,Wir müssen die Ausgaben begrenzen.,to limit,B2
das Lied,Das Lied bleibt im Kopf hängen.,song,A1
die Nation,Die Nation feierte ihre Unabhängigkeit.,nation,B1
die Verhandlung,Die Verhandlung beginnt morgen.,negotiation,B1
der Wein,Der Wein schmeckt ausgezeichnet.,wine,A1
die Auflage,Die neue Auflage erschien gestern.,edition,C1
billig,"Das Material war zwar billig, aber gut.",cheap,A1
dünn,Das dünne Papier reißt schnell.,thin,A2
achten,Man muss auf die Details achten.,to respect,B1
der Amerikaner,Der Amerikaner spricht Englisch.,American,A2
der Anbieter,Der Anbieter wurde gewechselt.,supplier,B1
die Industrie,Die Industrie boomt in dieser Region.,industry,B1
das Spanien,Spanien ist ein beliebtes Reiseziel.,Spain,B1
der Jude,Der Jude erzählte uns seine Geschichte.,Jew,B1
der Vorgang,Der Vorgang dauerte länger als erwartet.,procedure,B2
ausgeben,Er gibt viel Geld für Bücher aus.,to spend,A2
der Meister,Der Meister lehrt seine Schüler gut.,master,B1
umdrehen,Er drehte das Bild vorsichtig um.,to turn over,B2
weitgehend,Die weitgehende Ruhe war angenehm.,extensive,C2
traurig,Er war traurig über die Nachricht.,sad,A2
die Aufmerksamkeit,Er bekam sofort volle Aufmerksamkeit.,attention,A2
die Berechnung,Die Berechnung führt zum Ergebnis.,calculation,B2
gegenseitig,Sie hatten gegenseitigen Respekt.,mutual,A2
kurzfristig,Die kurzfristige Planung bringt Stress.,at short notice,B2
die Stufe,"Die Stufe ist hoch, sei vorsichtig.",step,B1
das Urteil,Das Urteil wurde heute verkündet.,sentence,B1
primär,Die primäre Aufgabe ist erledigt.,primary,C1
der Schnee,Der Schnee bedeckt die Straßen.,snow,B1
vollkommen,Das Projekt ist nun vollkommen.,complete,A2
das England,England liegt im Nordwesten Europas.,England,A2
massiv,Das massive Tor öffnete sich langsam.,solid,B2
sämtlich,Sämtliche Tickets sind ausverkauft.,all,B1
übersetzen,Sie übersetzt das Buch ins Deutsche.,to translate,A2
dringend,Ein dringender Appell wurde gemacht.,urgent,A2
verursachen,Der Fehler verursacht Probleme.,to cause,B1
die Konkurrenz,"Die Konkurrenz war hart, aber fair.",competition,B1
der Muskel,Der Muskel am Bein schmerzt stark.,muscle,B1
der Test,Der Test war schwieriger als erwartet.,test,A1
der Süden,Der Süden lockt mit warmem Wetter.,south,A2
super,Das neue Restaurant ist wirklich super!,super,A2
ökonomisch,Das Land hat ökonomische Probleme.,economic,C1
die Erzählung,Die Erzählung fesselt die Zuhörer.,narration,C1
die Initiative,Die Initiative kam von den Mitarbeitern.,initiative,B2
das Flugzeug,Das Flugzeug hob pünktlich ab.,airplane,A1
die DNA,Die DNA-Analyse brachte Klarheit.,DNA,B1
die Flüssigkeit,Die Flüssigkeit fließt aus dem Glas.,liquid,B1
der Geburtstag,Mein Geburtstag wird groß gefeiert.,birthday,A1
das Kleid,Das Kleid steht ihr wirklich gut.,dress,A2
zeitlich,Alles wurde zeitlich erledigt.,in time,C1
der Ball,Der Ball ist über den Zaun geflogen.,ball,A2
die Brust,Die Brust hebt sich beim Atmen.,breast,B1
elektronisch,Die elektronische Musik füllte den Raum.,electronic,B1
verabschieden,Wir haben uns herzlich verabschiedet.,to say goodbye,A2
ausdrücken,Er drückte seine Gefühle deutlich aus.,to express,A2
das Detail,Jedes Detail des Plans wurde bedacht.,detail,B1
demokratisch,Das Land hat ein demokratisches System.,democratic,B2
die Variable,Die Variable beeinflusst das Ergebnis.,variable,C2
das Fleisch,Das Fleisch war zart und saftig.,meat,A1
körperlich,Körperliche Bewegung ist wichtig.,physical,B1
die Liste,Die Liste der Teilnehmer ist lang.,list,B1
träumen,Er träumt von einer besseren Welt.,to dream,A2
das Volumen,Das Volumen des Pakets ist groß.,volume,C2
zugeben,Er musste endlich seinen Fehler zugeben.,to admit,A2
ah,"Ah, jetzt verstehe ich den Plan.",ah,A1
das Drittel,Ein Drittel der Schüler fehlt.,third,B2
akzeptieren,Er akzeptiert die Entscheidung.,to accept,B1
endgültig,Die endgültige Antwort brachte Klarheit.,final,B1
ewig,Die ewige Freundschaft übersteht alles.,eternal,B1
die Perspektive,Die Perspektive änderte sich schnell.,perspective,B2
das Restaurant,Das Restaurant bot köstliche Speisen an.,restaurant,A1
wandern,Sie sind durch die Berge gewandert.,to (go on a) walk or hike,A1
die Tasche,Sie packte die Tasche für die Reise.,pocket,A1
vornehmen,"Er nahm sich vor, mehr zu lesen.",to plan,B1
die Beamte,Der Beamte kontrollierte die Papiere.,official,
orientieren,Er orientiert sich nach Süden.,to orient,C1
schmal,Die schmale Gasse führt zum Marktplatz.,narrow,B2
der Streit,Der Streit eskalierte schnell.,argument,B1
spannend,Der Film gestern war wirklich spannend.,exciting,A2
wohin,Wohin gehst du jetzt so schnell?,where,A1
das Dach,Das Dach des Hauses wurde repariert.,roof,B1
die Karriere,Seine Karriere verlief steil nach oben.,career,B1
regeln,Das Ampelsystem regelt den Verkehr.,to control,B1
insofern,Insofern ist der Plan gelungen.,as far as that goes,C2
die Zigarette,Die Zigarette liegt auf dem Tisch.,cigarette,A1
bunt,Der Garten ist voller bunter Blumen.,colorful,A2
die Falle,Die Falle wurde geschickt gestellt.,trap,
verbreiten,Das Virus verbreitet sich schnell.,to spread,A2
die Auswirkung,Die Auswirkung war sofort spürbar.,effect,B2
einander,Sie haben sich ineinander verliebt.,each other,A2
weshalb,Weshalb bist du heute so still?,why,B1
der Unterricht,Der Unterricht beginnt um neun Uhr.,instruction,A1
das Bedürfnis,Das Bedürfnis nach Ruhe wächst.,need,B2
das Niveau,Das Niveau steigt mit der Übung.,level,B2
die Tante,Meine Tante besuchte uns am Wochenende.,aunt,B1
die Prüfung,Er bestand die Prüfung mit guten Noten.,examination,A1
mitbringen,Er bringt Kuchen zur Party mit.,to bring,A1
seltsam,Er fand die Situation seltsam.,strange,B1
das Gen,Das Gen beeinflusst die Haarfarbe.,gene,B1
engagieren,Sie haben einen neuen Manager engagiert.,to hire,B1
der Onkel,Mein Onkel besucht uns jedes Wochenende.,uncle,B1
soweit,"Soweit ich weiß, kommt er nicht.",as far as,A1
mächtig,Der Fluss ist nach dem Regen mächtig.,powerful,A2
ausgerechnet,Ausgerechnet jetzt fehlt mir die Zeit.,of all people,B1
zweimal,Er hat das Spiel schon zweimal gesehen.,twice,A2
die Störung,Die Störung wurde schnell behoben.,disturbance,B1
die Aktion,Die Aktion begann früh am Morgen.,action,B1
künstlich,Die Blumen in der Vase sind künstlich.,artificial,B1
die Auseinandersetzung,Die Auseinandersetzung endete friedlich.,argument,C1
pflegen,Er pflegt seinen kranken Vater.,to care,B1
die Ausgabe,Die Ausgabe wurde eingestellt.,distribution,B1
online,Das Buch kann man online bestellen.,online,A2
ableiten,Er leitet die Regeln aus dem Text ab.,to derive,C2
etc.,"Er kaufte Äpfel, Bananen, Orangen, etc.",etc.,
leuchten,Die Lampe leuchtet hell im Dunkeln.,to shine,B1
die Anlage,Die Anlage wurde modernisiert.,facility,B1
erweitern,Er erweiterte sein Wissen durch Bücher.,to widen,B2
erweisen,Es hat sich als wahr erwiesen.,to prove,B1
die Gesundheit,Die Gesundheit ist das wichtigste Gut.,health,B1
zutreffen,Diese Beschreibung trifft genau zu.,to be correct,C1
aufführen,Das Theater führt ein Stück auf.,to perform,B2
der Kandidat,Der Kandidat stellte sich vor.,candidate,B1
